gene_id,ref_gene_name_x,Chromosome,Start,End,C9,I9,C11,I11,C16,I16
MSTRG.27121,Pkhd1l1,chr7,83373022,83548944,0.018009,0.016903,0,0.013763,0,0.015089
MSTRG.27122,,chr7,83953621,84010631,0,0,0,0,0,0
MSTRG.27123,,chr7,84672727,84676558,0,0,0,0,0,0
MSTRG.27124,,chr7,84016864,84023205,0,0,0,0,0,0
MSTRG.27125,Sybu,chr7,83600614,83701189,3.925533,5.430542,4.741548,4.925159,1.951382,2.701691
MSTRG.27126,RGD1309489,chr7,83670172,83806262,0.242801,0.214613,0.181968,0.101509,0.196401,0.136258
MSTRG.27127,,chr7,86105697,86120339,0,0,0,0,0,0
MSTRG.27128,LOC108351600,chr7,86673993,86692497,0,0,0,0,0,0
MSTRG.27129,LOC102551754,chr7,86543951,86549402,0.037958,0.029574,0.059496,0.023688,0.023985,0.019062
MSTRG.2713,LOC691519,chr1,190462059,190549254,0.147922,0.18236,0.104305,0.140749,0.128676,0.161483
MSTRG.27130,LOC108351581,chr7,86555701,86578769,0.106219,0.104227,0.134931,0.124849,0.135143,0.055499
MSTRG.27131,LOC108351491,chr7,86578771,86580105,0.018264,0.053122,0.085665,0.069271,0.033504,0.062103
MSTRG.27132,,chr7,90413734,90423855,0,0,0,0,0,0
MSTRG.27133,Csmd3,chr7,86695703,88072106,0,0,0,0,0,0
MSTRG.27134,,chr7,91308459,91308685,17.094711,17.351076,22.3592,25.323978,36.573776,31.753912
MSTRG.27135,,chr7,90732714,90742031,0,0,0,0,0,0
MSTRG.27136,Trps1,chr7,90085452,90320430,2.090205,2.097523,1.640624,1.736581,2.649063,2.893702
MSTRG.27137,LOC108351492,chr7,90190410,90196723,0.02716,0.081374,0.028666,0.023238,0.015577,0.025393
MSTRG.27138,,chr7,91370047,91370685,0,0,0,0,0,0
MSTRG.27139,LOC102548754,chr7,90746807,90774635,0,0,0,0,0,0
MSTRG.2714,LOC108349628,chr1,190511602,190516388,0.425619,0.257588,0.311249,0.278399,0.356554,0.348762
MSTRG.27140,Utp23,chr7,91384329,91389605,6.590013,4.842472,5.937675,7.851706,5.352138,5.302945
MSTRG.27141,Rad21,chr7,91511755,91538673,36.80011,44.505745,36.859665,39.358009,40.777931,42.347755
MSTRG.27142,Aard,chr7,91588458,91593299,0,0.06185,0,0.531655,0.134414,0
MSTRG.27143,LOC103692911,chr7,91728707,91729973,0.187615,0.185075,0,0,0,0.033319
MSTRG.27144,Slc30a8,chr7,91832690,91884452,88.644486,107.176476,53.180072,52.95645,87.787961,89.672423
MSTRG.27145,Med30,chr7,92234584,92260019,2.093221,2.646664,2.59455,2.450536,1.530806,1.570238
MSTRG.27146,,chr7,92541430,92563052,0,0,0,0,0,0
MSTRG.27147,Ext1,chr7,92605008,92881392,17.20228,19.844297,18.670282,19.676044,12.590705,12.698277
MSTRG.27148,LOC103692912,chr7,92645730,92647481,0,0,0,0,0,0
MSTRG.27149,Tnfrsf11b,chr7,93798580,93826586,35.500977,40.284065,26.07807,28.460873,22.364111,25.557798
MSTRG.2715,LOC102555352,chr1,190526109,190529914,1.233115,1.318687,0.953085,1.029681,0.852661,1.270646
MSTRG.27150,Samd12,chr7,92987530,93502517,2.271852,2.477997,0.802868,0.741379,1.753579,1.951218
MSTRG.27151,LOC108351494,chr7,93106310,93133443,0.034589,0.027195,0,0.030324,0,0.011664
MSTRG.27152,LOC108351493,chr7,93401614,93404354,0.045903,0.057958,0,0,0,0
MSTRG.27153,Colec10,chr7,93975451,94035999,0.010713,0,0.019599,0,0,0
MSTRG.27154,Mal2,chr7,94130852,94163649,22.305508,25.852135,18.885181,19.054945,16.407635,16.478436
MSTRG.27155,Nov,chr7,94375134,94382154,6.458185,5.347447,6.392896,7.253983,12.548783,11.58607
MSTRG.27156,Enpp2,chr7,94479931,94604750,14.065313,15.36321,10.57945,13.330103,14.904816,15.347356
MSTRG.27157,H3f3c,chr7,94777659,94778656,31.431763,31.892256,35.739826,38.026623,30.836006,31.806767
MSTRG.27158,Dscc1,chr7,94759076,94774787,0.426501,0.920817,0.662099,0.607436,1.008004,0.904443
MSTRG.27159,Taf2,chr7,94698987,94755944,9.026024,8.515742,7.039046,8.055568,8.789824,8.595311
MSTRG.2716,Uqcrc2,chr1,190552881,190585741,67.220311,75.808992,72.516913,78.793739,66.266473,65.382456
MSTRG.27160,Deptor,chr7,94795161,95000750,30.96148,36.647457,22.996517,24.362827,38.162753,38.762815
MSTRG.27161,Col14a1,chr7,94847106,95274074,0.732451,1.53439,1.419965,1.346897,3.983137,4.084515
MSTRG.27162,,chr7,95205034,95205281,5.043716,3.657561,1.231198,1.444746,14.426921,7.787118
MSTRG.27163,LOC102552118,chr7,95673588,95674924,0.046482,0.121609,0,0.082171,0.069426,0
MSTRG.27164,Sntb1,chr7,95395417,95670093,0.283997,0.297851,0.226214,0.39769,0.566162,0.756942
MSTRG.27165,Mrpl13,chr7,95288400,95309997,25.45368,22.716288,25.363704,23.281017,20.444805,18.598802
MSTRG.27166,Mtbp,chr7,95309928,95392418,0.285585,0.148479,0.316251,0.524472,0.208004,0.185099
MSTRG.27167,Has2,chr7,96438046,96464049,0.671037,0.246653,0.522624,0.869321,0.347938,0.659439
MSTRG.27168,LOC108351495,chr7,96462591,96465091,0.100763,0,0.040337,0,0,0
MSTRG.27169,,chr7,97040602,97041260,0,0,0,0,0,0
MSTRG.2717,Pdzd9,chr1,190584878,190604719,0.237353,0.495619,0.471209,0.499275,0.148791,0.412668
MSTRG.27170,,chr7,97042176,97071984,0,0,0,0,0,0
MSTRG.27171,,chr7,97126015,97126547,15.183716,18.327072,19.977257,19.275501,16.210848,12.624077
MSTRG.27172,LOC102552536,chr7,97131758,97152173,0.275596,0.032842,0.059279,0.060921,0,0.028062
MSTRG.27173,LOC108351496,chr7,97307565,97336392,0,0,0,0,0,0.009106
MSTRG.27174,Fam83a,chr7,97855773,97880227,0,0,0,0,0.081214,0
MSTRG.27175,Zhx2,chr7,97559653,97707872,3.386426,5.121077,3.413757,3.895826,5.284449,4.901195
MSTRG.27176,LOC102553568,chr7,97622698,97627847,0.212457,0.09382,0,0.065583,0.021937,0.040599
MSTRG.27177,Derl1,chr7,97702225,97759933,86.595293,96.002079,79.698322,83.590247,72.290172,71.041391
MSTRG.27178,,chr7,97770347,97778973,2.992511,3.659025,2.952989,3.988471,1.773981,1.770145
MSTRG.27179,Tbc1d31,chr7,97778260,97839668,14.208099,15.796852,11.601484,12.524307,8.826058,11.556558
MSTRG.2718,LOC102555257,chr1,190598170,190602291,0.036584,0.078086,0.017944,0,0.01604,0
MSTRG.27180,LOC102553732,chr7,97824703,97827025,0.135095,0.159785,0.188544,0.326609,0.063795,0.221582
MSTRG.27181,RGD1310852,chr7,97891723,97902585,4.411934,5.884395,4.44002,5.104761,3.224374,4.121775
MSTRG.27182,Zhx1,chr7,97915280,97944787,18.234577,21.376336,16.062881,17.126258,23.433138,23.427262
MSTRG.27183,Wdyhv1,chr7,97957022,97977158,10.910048,12.595813,12.443844,12.485337,11.140806,11.3957
MSTRG.27184,Atad2,chr7,97984754,98027379,3.445063,3.889361,2.221536,3.157894,4.208855,4.317187
MSTRG.27185,LOC102549374,chr7,98125419,98131996,0,0,0,0,0,0
MSTRG.27186,Fbxo32,chr7,98065664,98098071,3.462692,4.932144,1.80971,2.142713,3.157152,5.1832
MSTRG.27187,Klhl38,chr7,98187954,98197163,0,0,0,0,0,0
MSTRG.27188,Anxa13,chr7,98217642,98270442,0.313961,0,0.310872,0.49244,0.794647,1.408682
MSTRG.27189,LOC103692919,chr7,98218383,98247786,0,0.05327,0,0.044225,0,0
MSTRG.2719,LOC102547219,chr1,190604613,190671906,3.403434,5.035826,2.752305,4.149512,2.639236,2.942453
MSTRG.27190,Fam91a1,chr7,98302803,98342378,41.595195,45.109644,35.814168,41.263475,45.542237,44.340969
MSTRG.27191,LOC103692920,chr7,98306345,98308246,0,0,0,0,0,0
MSTRG.27192,Fer1l6,chr7,98399207,98555215,0.060213,0.015928,0.043308,0.029351,0.039027,0.047083
MSTRG.27193,Tmem65,chr7,98603720,98709613,17.310633,11.425283,8.115017,21.824478,18.152256,18.444954
MSTRG.27194,LOC103690428,chr7,98715863,98743854,0.097614,0.073636,0.044885,0.067229,0.137402,0.20555
MSTRG.27195,Trmt12,chr7,98748547,98750173,7.953284,8.67496,6.671769,7.840665,5.097025,4.929292
MSTRG.27196,Ndufb9,chr7,98770840,98819410,154.762375,159.520869,174.604562,169.506047,124.948578,115.001548
MSTRG.27197,Tatdn1,chr7,98782164,98813001,8.057405,9.502916,8.609991,8.991718,9.750732,8.892806
MSTRG.27198,LOC102551419,chr7,99077230,99084146,0,0,0.046622,0,0.076508,0.044333
MSTRG.27199,Cyp2b1,chr7,99142431,99183540,0,0.037339,0,0,0,0
MSTRG.272,LOC108349800,chr1,24895630,24907240,0,0,0,0,0,0
MSTRG.2720,LOC102555900,chr1,190670466,190680714,3.256771,3.850651,3.339977,3.659245,3.720193,3.862534
MSTRG.27200,LOC102551151,chr7,99302316,99303753,2.819397,2.698351,2.636845,2.120266,1.174134,2.225065
MSTRG.27201,Mtss1,chr7,98820799,98960878,27.894993,37.588318,21.472062,22.253057,32.155208,35.577443
MSTRG.27202,,chr7,98883705,98930324,0.297986,0.162941,0.097475,0.089829,0.110536,0.092494
MSTRG.27203,,chr7,98947594,98953953,0.109503,0.070689,0,0.020508,0.051943,0.065296
MSTRG.27204,LOC108351604,chr7,99459010,99464929,0.014364,0.069127,0.021548,0,0,0
MSTRG.27205,LOC108351603,chr7,99336948,99337995,0,0.023222,0,0.021008,0,0
MSTRG.27206,,chr7,99361465,99361765,0.530834,0.442875,0.4161,0.522317,0.601787,0.780955
MSTRG.27207,LOC108351605,chr7,99538508,99570178,0.024282,0.032607,0.035,0.023195,0.053497,0.04083
MSTRG.27208,LOC102550763,chr7,99593751,99608952,1.235805,1.379069,1.03802,0.508352,0.612037,0.399163
MSTRG.27209,Sqle,chr7,99609929,99624803,24.471573,26.213255,25.508389,27.376995,55.144577,58.185833
MSTRG.2721,Vwa3a,chr1,190679722,190742444,0.277165,0.228777,0.225135,0.321806,0.239633,0.166163
MSTRG.27210,LOC690120,chr7,99953162,99954084,2.933172,3.907513,2.172595,2.540346,4.429551,2.485687
MSTRG.27211,LOC108351497,chr7,99923474,99946849,0.318746,0.363442,0.348155,0.478445,0.327826,0.420375
MSTRG.27212,LOC108351498,chr7,99924910,99929590,1.244511,0.846849,1.151389,1.155153,0.536899,0.682383
MSTRG.27213,Trib1,chr7,99954492,99964376,17.42337,20.866249,18.379688,18.743416,17.815049,19.842725
MSTRG.27214,RGD1564420,chr7,99625379,99677237,35.46611,38.516598,31.473728,36.071163,35.355598,37.491962
MSTRG.27215,Nsmce2,chr7,99677295,99900765,14.029668,13.270897,12.825245,13.806325,12.637203,12.305932
MSTRG.27216,LOC102551999,chr7,100138699,100165301,0.04582,0.058069,0.084344,0,0.05368,0
MSTRG.27217,LOC500876,chr7,100381164,100382897,0,0,0,0,0.054847,0
MSTRG.27218,LOC102552490,chr7,100476653,100529812,0,0,0,0,0,0.023706
MSTRG.27219,LOC102552316,chr7,100506714,100508930,0,0,0,0,0,0
MSTRG.2722,Usp31,chr1,191588203,191677009,3.11567,2.85969,1.233634,1.742553,1.903336,1.87428
MSTRG.27220,LOC362921,chr7,101198289,101219063,0,0.184366,0,0.02375,0,0.102591
MSTRG.27221,RGD1564515,chr7,101068590,101072944,0,0,0,0,0.077212,0.198414
MSTRG.27222,LOC500877,chr7,101097850,101141392,23.841761,26.672191,24.381672,27.547314,29.157023,32.907933
MSTRG.27223,LOC103692925,chr7,101714881,101735398,0,0,0,0,0,0
MSTRG.27224,LOC102547509,chr7,102142755,102162874,0,0,0,0,0.075718,0
MSTRG.27225,LOC102547563,chr7,102198830,102201553,0,0,0,0.061978,0.28861,0.158956
MSTRG.27226,A1bg,chr7,102294805,102444929,13.943403,17.788342,7.98538,8.541689,6.642108,6.794636
MSTRG.27227,Myc,chr7,102586313,102591240,6.624605,8.839822,10.733374,9.871644,5.664059,7.756163
MSTRG.27228,LOC103692926,chr7,102953355,102968932,0,0,0,0,0,0
MSTRG.27229,LOC102547802,chr7,102968880,103025030,0,0,0,0,0,0
MSTRG.2723,LOC108349631,chr1,191677589,191685791,0.038728,0,0,0,0,0
MSTRG.27230,LOC103692927,chr7,103264271,103356235,0,0,0,0,0,0
MSTRG.27231,LOC103692928,chr7,103288431,103317407,0,0,0,0,0,0
MSTRG.27232,LOC102547868,chr7,103352870,103375803,0,0,0,0,0,0
MSTRG.27233,LOC102548624,chr7,104261244,104288205,0.033321,0.03289,0,0,0,0
MSTRG.27234,,chr7,104273858,104274182,0,0,0,0,0,0
MSTRG.27235,LOC102547967,chr7,103502126,103583108,0,0,0,0,0,0
MSTRG.27236,LOC103692929,chr7,103613470,103623375,0,0,0,0.035634,0.040871,0.081237
MSTRG.27237,LOC102548035,chr7,103623376,103704322,0.031507,0.062514,0.012617,0.047231,0.013515,0.05117
MSTRG.27238,Pvt1,chr7,102648394,102871316,0.32242,0.147761,0.104297,0.348575,0.171123,0.261492
MSTRG.27239,LOC108351503,chr7,102649148,102654204,0,0,0,0,0,0
MSTRG.2724,Scnn1g,chr1,191704397,191738271,0.624287,0.562374,0.361852,0.387355,0.119588,0
MSTRG.27240,Gsdmc,chr7,104474418,104492373,0.028345,0,0,0,0,0.027316
MSTRG.27241,RGD1359449,chr7,104500564,104511236,0,0.03992,0,0,0.053455,0
MSTRG.27242,Fam49b,chr7,104511135,104641930,16.778599,16.235999,17.98652,16.81831,17.541603,18.098954
MSTRG.27243,LOC103692930,chr7,104541409,104542482,0.197596,0.185898,0.180634,0.097173,0,0.173556
MSTRG.27244,LOC108351504,chr7,104608022,104609487,0,0,0,0,0,0
MSTRG.27245,Asap1,chr7,104663840,104985645,6.020643,8.258228,6.231387,6.853514,9.56631,10.336995
MSTRG.27246,LOC102546467,chr7,106442364,106485324,0,0,0,0,0,0
MSTRG.27247,Adcy8,chr7,105353883,105593372,1.607141,2.204206,1.930401,1.694706,0.811758,0.851006
MSTRG.27248,Kcnq3,chr7,106708905,107009639,0.051131,0.063111,0.010431,0.027384,0.018765,0.023589
MSTRG.27249,Efr3a,chr7,106535425,106616805,29.58815,30.529732,21.858593,25.051664,31.131907,31.674324
MSTRG.2725,Acsm4,chr1,189432604,189458799,0.052829,0.090958,0.0202,0.072276,0.016012,0.026554
MSTRG.27250,Oc90,chr7,106615859,106697089,0.10736,0.023159,0.029079,0.040171,0.019262,0.018838
MSTRG.27251,LOC108351583,chr7,107248675,107250374,0,0,0,0,0,0.039239
MSTRG.27252,Lrrc6,chr7,107130402,107231507,0.174746,0,0,0.075955,0,0
MSTRG.27253,Tmem71,chr7,107264235,107392808,1.175181,0.724265,0.669668,0.376485,0.422062,0.558866
MSTRG.27254,LOC103690245,chr7,107326589,107340766,0,0,0,0,0,0
MSTRG.27255,Phf20l1,chr7,107406948,107445219,24.317912,27.991356,18.352058,19.969067,18.457948,18.45832
MSTRG.27256,,chr7,107444124,107444602,0,0,0,0,0,0
MSTRG.27257,Wisp1,chr7,107695227,107726930,1.742566,1.158076,1.885754,2.984458,2.465845,3.104493
MSTRG.27258,Ndrg1,chr7,107734326,107775701,159.202347,189.81456,156.124527,156.891998,308.464417,313.118622
MSTRG.27259,LOC108351506,chr7,107786547,107791508,0,0,0,0,0,0
MSTRG.2726,Thumpd1,chr1,189457582,190370515,25.686344,28.066086,25.763991,26.319024,16.194798,18.904214
MSTRG.27260,LOC102550354,chr7,107846874,107872429,0,0,0,0,0,0
MSTRG.27261,Tg,chr7,107467260,107652897,1.582855,1.548306,1.891844,2.008249,0.616936,0.73433
MSTRG.27262,Sla,chr7,107585055,107604950,1.204605,0.976696,1.13721,1.317189,1.126318,0.776213
MSTRG.27263,LOC102550565,chr7,108299932,108331057,0.012775,0.033863,0,0,0.009671,0.027472
MSTRG.27264,St3gal1,chr7,107895045,107963158,19.376491,23.940806,13.412655,14.091859,24.248577,27.566691
MSTRG.27265,LOC500881,chr7,108549041,108551714,1.736361,2.437947,2.654511,2.944384,1.12108,1.36884
MSTRG.27266,,chr7,108848360,108848684,0,0,0,0,0,0
MSTRG.27267,Phf20l1,chr7,108613489,108760344,16.524599,19.225173,8.044026,10.157792,13.302156,15.815282
MSTRG.27268,LOC102550922,chr7,108717107,108726095,0.187689,0.16122,0.097392,0.276922,0.072639,0.039208
MSTRG.27269,LOC102551574,chr7,109252749,109258990,1.634179,1.800405,1.150316,1.506068,3.121986,3.770772
MSTRG.2727,LOC102551569,chr1,189503315,189514382,0.790286,1.736848,1.095445,0.89103,0.988525,1.185923
MSTRG.27270,,chr7,109296112,109300055,0.197276,0.223222,0.092687,0.141418,0.123046,0.047862
MSTRG.27271,Mir30b,chr7,109282662,109282747,0,0,0,0,0,0
MSTRG.27272,,chr7,109282748,109286462,0.203005,0.320228,0.042626,0.141632,0,0
MSTRG.27273,Mir30d,chr7,109286463,109286544,0.749327,0.751248,0.451513,0.382466,0.880195,0.7665
MSTRG.27274,Zfat,chr7,109037777,109207511,1.626211,1.785079,1.337391,1.595439,1.980651,2.236011
MSTRG.27275,,chr7,109300709,109302240,0.213589,0.170935,0.156504,0.049485,0.077956,0.054885
MSTRG.27276,,chr7,109308138,109309295,0.378377,0.368073,0.038714,0,0.123968,0.018153
MSTRG.27277,,chr7,109309710,109315499,0.343003,0.220413,0.112597,0.073884,0.080854,0.042151
MSTRG.27278,,chr7,109315737,109315968,1.177104,0.537504,0.2961,0,0.132348,0.466632
MSTRG.27279,RGD1564548,chr7,109411189,109412189,0.147734,0.198824,0.180479,0.221627,0.071954,0.162121
MSTRG.2728,Acsm3,chr1,189514504,189541233,2.071407,2.005038,0.932477,0.935386,1.097265,1.322617
MSTRG.27280,,chr7,110475097,110482019,0,0,0,0,0,0
MSTRG.27281,Khdrbs3,chr7,110031818,110188497,30.079147,41.509571,32.359134,33.390196,27.310339,26.915404
MSTRG.27282,LOC108351507,chr7,110168905,110174075,0.248724,0.257747,0.114184,0.151749,0.087205,0.164993
MSTRG.27283,Fam135b,chr7,112672511,112937776,1.143084,1.304023,0.474953,0.572726,1.507026,1.445433
MSTRG.27284,,chr7,113893095,113894306,0,0,0,0,0,0
MSTRG.27285,,chr7,113681816,113739527,12.208821,19.10815,13.351231,15.536982,20.640408,21.769524
MSTRG.27286,Kcnk9,chr7,113894918,113938397,0,0,0.007849,0,0,0
MSTRG.27287,LOC103692936,chr7,113907037,113919004,0.008433,0,0,0,0,0
MSTRG.27288,Col22a1,chr7,113014896,113251165,0.121895,0.128249,0.134231,0.133451,0.312292,0.386023
MSTRG.27289,LOC108351508,chr7,113016544,113018392,0,0,0,0,0,0
MSTRG.2729,Eri2,chr1,189540145,189549917,6.489711,6.965771,3.320056,4.755442,5.78932,6.774501
MSTRG.27290,,chr7,113130103,113130447,3.27932,3.700186,4.772984,3.027335,1.839508,2.892377
MSTRG.27291,Chrac1,chr7,114323542,114326930,22.1744,22.901529,20.52511,24.80526,19.340927,15.171672
MSTRG.27292,Trappc9,chr7,113986363,114309093,32.450585,39.827179,24.344873,25.542516,37.554799,37.791542
MSTRG.27293,Raet1l,chr7,114233896,114234243,0,0,0,0,0,0
MSTRG.27294,Ago2,chr7,114328532,114380768,7.5317,7.351624,5.698883,7.162592,11.819674,10.7476
MSTRG.27295,,chr7,114328745,114338182,0,0,0,0,0,0
MSTRG.27296,Dennd3,chr7,114724644,114812471,11.592984,17.074701,11.329288,12.372182,18.571152,19.058017
MSTRG.27297,Slc45a4,chr7,114817817,114888998,4.433291,5.995317,5.186656,5.313612,5.781195,6.020124
MSTRG.27298,Ptk2,chr7,114433159,114639253,19.280089,32.368948,18.725407,21.261114,22.060656,28.694732
MSTRG.27299,Mir151b,chr7,114485547,114485666,0.134106,0.056115,0,0,0,0
MSTRG.273,LOC108349799,chr1,24956974,24959643,0.45043,0.337739,0.144657,0.367839,0.239963,0.060577
MSTRG.2730,Exnef,chr1,189549960,189643698,1.713274,1.936429,1.421863,1.566597,1.80793,1.665168
MSTRG.27300,Mir151,chr7,114485547,114485666,0.134106,0.056115,0,0,0,0
MSTRG.27301,Gpr20,chr7,114943675,114953977,0.39681,0.431666,0.711967,0.82587,1.556317,1.362391
MSTRG.27302,,chr7,115389000,115409360,0,0,0,0,0,0
MSTRG.27303,LOC103692937,chr7,115576084,115662590,0.127365,0.208995,0.102689,0.150068,0.040727,0.082489
MSTRG.27304,Ptp4a3,chr7,114969699,115002902,17.368514,21.546654,24.74483,28.595637,27.675116,31.826767
MSTRG.27305,Mroh5,chr7,115003594,115079728,0,0,0,0.016664,0.010381,0.010984
MSTRG.27306,Arc,chr7,115907097,115911059,2.970321,3.811115,2.840439,2.218375,2.095817,1.99228
MSTRG.27307,LOC103692938,chr7,115915196,115942322,0.177231,0.256157,0.165699,0.149052,0.180172,0.073771
MSTRG.27308,Jrk,chr7,115941788,115946471,4.739159,5.720839,4.95219,5.140712,2.570892,3.030086
MSTRG.27309,Them6,chr7,115956276,115959453,19.478788,22.640919,20.695829,19.139723,15.058319,14.215258
MSTRG.2731,Dcun1d3,chr1,189626442,189666440,7.406679,9.214964,6.912488,8.239812,8.121923,9.18612
MSTRG.27310,Slurp1,chr7,115961655,115963071,0,0,0,0,0,0
MSTRG.27311,Lypd2,chr7,115967267,115969304,0,0,0,0,0,0
MSTRG.27312,RGD1308195,chr7,115977854,115981734,0,0.308567,0,0,0,0
MSTRG.27313,Lynx1,chr7,115982877,115988121,0.45041,0.721874,0.521892,0.590099,0.477812,0.522759
MSTRG.27314,Ly6d,chr7,115993304,115994812,0,0,0,0,0,0
MSTRG.27315,LOC100910068,chr7,116034079,116037583,0,0,0,0,0,0
MSTRG.27316,Gml,chr7,116054862,116063459,0,0,0,0,0,0
MSTRG.27317,Adgrb1,chr7,115766443,115828514,0.759959,1.198183,1.228799,0.592292,0.647112,0.654238
MSTRG.27318,,chr7,115828517,115830948,0,0,0,0,0,0
MSTRG.27319,LOC102550355,chr7,115831066,115862325,0,0,0,0,0,0
MSTRG.2732,Lyrm1,chr1,189665401,189685842,8.575886,7.585047,8.957327,8.544028,6.005488,4.748239
MSTRG.27320,Mroh4,chr7,115842942,115887115,0.017879,0.005804,0,0.052904,0,0
MSTRG.27321,LOC100361556,chr7,116273690,116278080,0,0,0,0,0,0
MSTRG.27322,LOC100910656,chr7,116280707,116285238,0,0,0,0,0,0
MSTRG.27323,,chr7,116226547,116249813,0,0,0,0,0,0
MSTRG.27324,Cyp11b2,chr7,116248759,116255205,0,0,0,0,0,0
MSTRG.27325,LOC300024,chr7,116373318,116377259,0,0,0,0,0,0
MSTRG.27326,LOC100910462,chr7,116069969,116201829,0,0,0,0,0,0
MSTRG.27327,Psca,chr7,116090189,116091955,0.596933,0.831688,0.391169,0.16867,0.561437,0.364131
MSTRG.27328,Ly6k,chr7,116103644,116107148,0,0,0,0,0,0
MSTRG.27329,Cyp11b3,chr7,116155928,116161781,0,0,0,0,0,0
MSTRG.2733,LOC108349819,chr1,189688826,189703966,0.045491,0.018256,0.030933,0.036135,0,0.127954
MSTRG.27330,Ly6e,chr7,116355426,116359862,105.552324,117.925726,115.237975,109.506747,89.580821,82.216207
MSTRG.27331,Ly6i,chr7,116419573,116425016,4.080105,3.922118,4.088459,3.330282,0.111026,0
MSTRG.27332,,chr7,116557519,116561058,0,0,0,0,0,0
MSTRG.27333,LOC108351510,chr7,116426999,116491945,0,0,0,0,0,0
MSTRG.27334,Ly6l,chr7,116444786,116447400,0.22155,0.297932,0.063401,0,0,0
MSTRG.27335,RGD1565410,chr7,116482867,116504853,0,0,0,0,0,0
MSTRG.27336,LOC103692939,chr7,116585430,116586169,3.388586,3.0329,3.527767,3.822788,2.580205,2.396091
MSTRG.27337,Gpihbp1,chr7,116632496,116635543,0.306779,0.286453,0.445859,0.669615,0.305206,0.592026
MSTRG.27338,Ly6h,chr7,116605556,116608072,0,0,0.05147,0,0,0
MSTRG.27339,Zfp41,chr7,116653618,116665414,1.917215,2.660554,1.635361,2.248163,1.53255,2.247079
MSTRG.2734,Dnah3,chr1,189708985,189865431,0.001249,0.004569,0.005035,0.00337,0.020168,0.00261
MSTRG.27340,Gli4,chr7,116671931,116677188,3.958264,4.551723,4.140261,4.570914,2.877918,2.738513
MSTRG.27341,Top1mt,chr7,116688801,116714421,5.857261,5.845535,6.043675,6.169629,2.603349,3.069504
MSTRG.27342,Rhpn1,chr7,116738999,116749791,2.305024,4.024092,3.201595,3.238018,2.403227,2.73562
MSTRG.27343,Mafa,chr7,116779368,116872536,229.025748,337.31267,275.704268,275.909888,629.612543,659.83065
MSTRG.27344,Gsdmd,chr7,116889147,116894134,4.424198,4.964088,4.293731,5.167339,3.904982,5.41707
MSTRG.27345,Mroh6,chr7,116914826,116921487,0.506793,0.405983,0.473442,0.538502,0.403077,0.543648
MSTRG.27346,Naprt,chr7,116922979,116926436,21.997938,23.464138,22.277933,24.471399,17.524752,15.456218
MSTRG.27347,Pycrl,chr7,116949882,116955150,10.848717,11.839281,12.302614,12.4156,9.189214,7.212549
MSTRG.27348,Tsta3,chr7,116958427,116963281,20.802825,20.409509,22.174181,20.993093,15.101373,16.802239
MSTRG.27349,Eef1d,chr7,116928264,116942981,81.638842,82.661538,90.50362,95.538593,67.409294,68.864113
MSTRG.2735,Tmem159,chr1,189870596,189889485,12.205873,11.550916,11.561656,13.844004,10.336577,10.989079
MSTRG.27350,Tigd5,chr7,116943057,116945576,0.97996,1.174466,1.246084,1.406771,1.203724,1.059061
MSTRG.27351,Fam83h,chr7,117062748,117070936,8.035998,10.653817,9.106481,9.955751,10.793427,12.032574
MSTRG.27352,RGD1311188,chr7,116973687,117032875,14.922626,16.848408,16.890943,17.228222,11.456053,13.255655
MSTRG.27353,Ccdc166,chr7,117039890,117041693,0.062181,0.019355,0,0,0.061671,0.041224
MSTRG.27354,Mapk15,chr7,117041287,117061799,3.39106,4.797442,4.909464,3.98038,5.009407,6.664518
MSTRG.27355,Nrbp2,chr7,117145106,117151694,8.385927,10.586873,10.031958,10.460421,4.947417,5.44794
MSTRG.27356,RGD1563870,chr7,117071381,117105630,0.082194,0,0.06859,0.038332,0.043199,0
MSTRG.27357,Scrib,chr7,117105810,117128802,13.939716,22.297803,16.284949,17.201337,17.05678,19.839558
MSTRG.27358,LOC102548315,chr7,117128957,117135563,0.696546,0.478821,0.43267,0.364342,0.148691,0.178468
MSTRG.27359,Puf60,chr7,117129237,117140234,44.857366,58.72593,54.220687,52.19976,43.184416,45.055381
MSTRG.2736,LOC108349820,chr1,189891536,189893798,0.214742,0.11317,0.097897,0.215067,0.335261,0.28664
MSTRG.27360,Grina,chr7,117304742,117307916,184.47963,216.270874,253.038605,248.52951,195.03183,185.386597
MSTRG.27361,LOC102549107,chr7,117324836,117326456,0,0,0,0.035989,0.12566,0
MSTRG.27362,Spatc1,chr7,117326279,117349957,0,0.03626,0.047089,0.034547,0,0.045311
MSTRG.27363,,chr7,117337809,117338172,2.683456,2.903067,3.792848,4.107167,1.958208,1.510456
MSTRG.27364,Cyc1,chr7,117409576,117411953,106.617914,113.229809,129.312803,124.603353,98.608253,96.513391
MSTRG.27365,Smpd5,chr7,117351694,117354241,0.857773,0.707743,0.918391,1.136937,0.720919,0.759441
MSTRG.27366,Oplah,chr7,117353951,117394205,3.880685,5.192097,3.032778,3.24612,3.740851,4.189125
MSTRG.27367,Exosc4,chr7,117390302,117393044,22.985601,24.944262,26.379827,27.518007,18.867477,20.136698
MSTRG.27368,Gpaa1,chr7,117394367,117397950,36.415123,44.918755,42.957809,44.127815,34.535526,35.484924
